name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
DAVID PHILLIPS FURNITURE LTD,162.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,34.80, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,160.19, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,29.75, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,38.39, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,90.43, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,20.56, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,162.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,34.80, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
THE FORUM @ GREENWICH,"4,398.90", 20/01/2017,Health and Adult Services,The Forum Project
DAVID PHILLIPS FURNITURE LTD,89.28, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,115.17, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,7.17, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,14.36, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,43.16, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,39.56, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,50.33, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,162.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,34.80, 20/01/2017,Chief Executives,ESS Care Grant Electrical
GREENWICH SERVICE PLUS LIMITED,"6,501.12", 20/01/2017,Comm Safety and Environment,Cleaning Serv In House Trad
DAVID PHILLIPS FURNITURE LTD,45.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,50.39, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,19.18, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,4.78, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,9.58, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,194.14, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.34, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
GREENWICH SERVICE PLUS LIMITED,935.99, 20/01/2017,Comm Safety and Environment,Cleaning Serv In House Trad
DAVID PHILLIPS FURNITURE LTD,162.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,34.80, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
THE LONDON APPRENTICESHIP COMPANY,"50,550.14", 20/01/2017,Regeneration Enterprise and Sk,Apprentice Costs
SOUTHERN ELECTRIC PLC,"5,899.87", 20/01/2017,Comm Safety and Environment,Gas
SOUTHERN ELECTRIC PLC,"4,863.45", 20/01/2017,Comm Safety and Environment,Gas
THAMES WATER UTILITIES,901.82, 20/01/2017,Regeneration Enterprise and Sk,Water
DAVID PHILLIPS FURNITURE LTD,9.55, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,19.14, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,9.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,45.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,50.39, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15, 20/01/2017,Chief Executives,ESS Care Grant Electrical
SOUTHERN ELECTRIC PLC,"5,513.44", 20/01/2017,Comm Safety and Environment,Gas
DAVID PHILLIPS FURNITURE LTD,9.55, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,19.14, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,9.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,45.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,50.39, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15, 20/01/2017,Chief Executives,ESS Care Grant Electrical
ROSS & ROBERTS LTD,"4,205.72", 20/01/2017,Chief Executives,Student Award Payment
ROSS & ROBERTS LTD,"-3,504.77", 20/01/2017,Chief Executives,Student Award Payment
SOUTHERN ELECTRIC PLC,"5,725.16", 20/01/2017,Comm Safety and Environment,Gas
THAMES REACH HOUSING ASSOCIATION LTD,"17,056.66", 20/01/2017,Housing Services,Services by External Providers
MCCH,"75,666.66", 20/01/2017,Health and Adult Services,Services Private Contractor
DOLPHIN MOBILITY LTD,"7,182.00", 20/01/2017,Capital Housing Revenue Acc,General Payments
RCI FINANCIAL SERVICES LIMITED,"4,935.41", 20/01/2017,Comm Safety and Environment,Asbestos Analysis
DOLPHIN MOBILITY LTD,"2,560.80", 20/01/2017,Capital Housing Revenue Acc,General Payments
GREENWICH SERVICE PLUS LIMITED,"2,093.05", 20/01/2017,Systems Control Accounts,Income Receipts
RCI FINANCIAL SERVICES LIMITED,"4,935.41", 20/01/2017,Comm Safety and Environment,Asbestos Analysis
O2 (UK) LTD,"3,552.00", 20/01/2017,Chief Executives,Mobile Phones
O2 (UK) LTD,"1,953.60", 20/01/2017,Chief Executives,Mobile Phones
O2 (UK) LTD,"3,552.00", 20/01/2017,Chief Executives,Mobile Phones
O2 (UK) LTD,"5,736.84", 20/01/2017,Chief Executives,Computer Hardware
TELECARE SERVICES ASSOCIATION,"1,476.00", 20/01/2017,Health and Adult Services,Subscriptions
CASTLE WATER LIMITED,517.16, 20/01/2017,Health and Adult Services,Water
PENNA PLC,"13,794.00", 20/01/2017,Health and Adult Services,Consultants
IT WORKS HEALTH LIMITED,"4,320.00", 20/01/2017,Health and Adult Services,Agency Staff
TRANSPORT FOR LONDON,"1,799,334.36", 20/01/2017,Regeneration Enterprise Skills,Expenditure Payments
INITIAL WASHROOM SOLUTIONS,537.32, 20/01/2017,Comm Safety and Environment,Materials
SERVELEC CORELOGIC LTD,"105,363.95", 20/01/2017,Childrens Services,IT Licenses
SERVELEC CORELOGIC LTD,"105,363.96", 20/01/2017,Health and Adult Services,Software Licences
THE DANWOOD GROUP LIMITED,"1,028.40", 20/01/2017,Regeneration Enterprise and Sk,Photocopying
SWANSTAFF RECRUITMENT LIMITED,"3,829.26", 20/01/2017,Childrens Services,Other Services
GREENWICH LEISURE LIMITED,"163,575.60", 20/01/2017,Comm Safety and Environment,Services Private Contractor
RBG DESTINATION MANAGEMENT COMPANY CIC,"1,655.88", 20/01/2017,Regeneration Enterprise and Sk,Apprentice Costs
GREENWICH LEISURE LIMITED,"349,629.60", 20/01/2017,Comm Safety and Environment,Services Private Contractor
MIDDLE PARK COMMUNITY CENTRE,"1,263.36", 20/01/2017,Regeneration Enterprise and Sk,Apprentice Costs
JOHNSTON SWEEPERS LTD,"2,280.00", 20/01/2017,Comm Safety and Environment,Training Expenses
THE EARL OF CHATHAM,500.40, 20/01/2017,Housing Services HRA,Catering
THE LONDON APPRENTICESHIP COMPANY,"34,882.88", 20/01/2017,Regeneration Enterprise and Sk,Apprentice Costs
"THE ACCOUNTING OFFICER, HOME OFFICE","17,850.08", 20/01/2017,Health and Adult Services,Other Services
247 HOME ASSIST LTD T/AS 247 HOME RESCUE,"1,440.00", 20/01/2017,Housing Services HRA,R & M Buildings Other
DAVID PHILLIPS FURNITURE LTD,45.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,50.39, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,19.18, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.59, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,9.58, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,4.78, 20/01/2017,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,162.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,34.80, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.12, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.35, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,30.00, 20/01/2017,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,160.19, 20/01/2017,Chief Executives,ESS Care Grant Electrical
COVALENT SOFTWARE LIMITED,"3,577.20", 20/01/2017,Chief Executives,Small Systems Budget
COVALENT SOFTWARE LIMITED,"8,283.08", 20/01/2017,Chief Executives,Small Systems Budget
BEVAN BRITTAN LLP,"3,178.20", 20/01/2017,Chief Executives,Legal Fees
RENDALL & RITTNER LTD,"5,032.76", 20/01/2017,Regeneration Enterprise and Sk,Service Charges
ARCADIS LLP,"2,097.06", 20/01/2017,Modernisation,Ext Project Management
ARCADIS LLP,"3,119.29", 20/01/2017,Modernisation,Ext Consultants Fees
MARY HOPE ASSOCIATES LTD,"5,000.00", 20/01/2017,Chief Executives,DRES
ARCADIS LLP,"2,788.27", 20/01/2017,Modernisation,Ext Project Management
ARCADIS LLP,"3,529.32", 20/01/2017,Modernisation,Ext Consultants Fees
ARCADIS LLP,"5,612.10", 20/01/2017,Modernisation,Ext Project Management
ARCADIS LLP,"3,701.12", 20/01/2017,Modernisation,Ext Consultants Fees
THE ROTARY CLUB OF BOURNEMOUTH,"4,821.00", 20/01/2017,Childrens Services,Rents Other
ADDACTION,"76,393.00", 20/01/2017,Childrens Services,Other Services
BABCOCK CIVIL INFRASTRUCTURE LTD,"46,456.45", 20/01/2017,Modernisation,Ext Consultants Fees
SOUTHERN ELECTRIC PLC,"7,336.41", 20/01/2017,Comm Safety and Environment,Gas
GARDINER & THEOBALD LLP,"21,690.80", 20/01/2017,Modernisation,Ext Consultants Fees
SOUTHERN ELECTRIC PLC,"6,406.26", 20/01/2017,Comm Safety and Environment,Gas
SOUTHERN ELECTRIC PLC,"6,592.63", 20/01/2017,Comm Safety and Environment,Gas
FOUR SEASONS (NO 7) LTD T/A CHARLTON PARK CARE HOM,649.99, 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS (NO 7) LTD T/A CHARLTON PARK CARE HOM,"1,299.98", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
CARE OUTLOOK LTD,685.49, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,700.96, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,914.08, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,736.51, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,653.96, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,637.99, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,"1,095.04", 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,716.97, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,744.39, 20/01/2017,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,"1,162.69", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,882.28, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,"2,930.16", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,638.01, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,811.64, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,716.82, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,913.80, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,771.96, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,866.80, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,996.49, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,"1,063.53", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,882.56, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,"3,638.32", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,882.28, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,771.96, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,"1,827.00", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,"1,669.64", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
NEXT STEP CARE MANAGEMENT LTD,"1,062.80", 20/01/2017,Childrens Services,Other Agency Services
MONDALE ESTATES LTD,807.84, 20/01/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,009.80", 20/01/2017,Childrens Services,Agency Placements
CARE OUTLOOK LTD,830.95, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
SPENCER AND ARLINGTON LTD,"3,715.52", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"9,191.00", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"4,669.00", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"6,480.00", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"3,715.52", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"2,062.52", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"4,130.00", 20/01/2017,Health and Adult Services,Supported Living
FOUR SEASONS (NO 7) LTD T/A CHARLTON PARK CARE HOM,"3,024.14", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SPENCER AND ARLINGTON LTD,"7,887.60", 20/01/2017,Health and Adult Services,Supported Living
SPENCER AND ARLINGTON LTD,"4,630.72", 20/01/2017,Health and Adult Services,Supported Living
ELEANOR NURSING AND SOCIAL CARE LTD,693.88, 20/01/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,654.87, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"2,555.44", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,568.00, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
SANCTUARY CARE LTD,"2,020.00", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,795.28", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,630.44", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,795.68", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,832.56", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,432.84", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"3,089.64", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"3,323.60", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,832.56", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,020.00", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,795.68", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,549.60", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,836.84", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,832.56", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,429.32", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,828.08", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,836.84", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
SANCTUARY CARE LTD,"2,011.64", 20/01/2017,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"2,429.32", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
CARE OUTLOOK LTD,693.00, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,962.36, 20/01/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"2,736.65", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,411.62", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"1,387.96", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,903.09, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
ELEANOR NURSING AND SOCIAL CARE LTD,"2,003.30", 20/01/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,"1,167.12", 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,565.60, 20/01/2017,Health and Adult Services,Voluntary Bodies Other Care
ELEANOR NURSING AND SOCIAL CARE LTD,867.72, 20/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"8,716.00", 20/01/2017,Health and Adult Services,Private Sector Nursing Homes
ACTION ON HEARING LOSS,"2,424.00", 20/01/2017,Health and Adult Services,Services Private Contractor
ACTION ON HEARING LOSS,"2,376.00", 20/01/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"2,080.00", 20/01/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"6,151.02", 20/01/2017,Health and Adult Services,Services Private Contractor
CARE OUTLOOK LTD,732.39, 20/01/2017,Health and Adult Services,Greenwich Home Support
HM REVENUE & CUSTOMS,"2,362,854.98", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"129,825.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"3,466,553.13", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"-95,940.58", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"33,697.64", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"2,728.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"51,615.91", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"-1,651.26", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"20,976.88", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"1,114.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"31,603.52", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"-1,155.72", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"5,423.27", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,106.00, 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"8,055.38", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"78,607.64", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"6,568.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"109,858.55", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"-2,274.75", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"14,430.02", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,565.00, 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"18,361.76", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,-642.06, 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"27,304.73", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"2,168.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"37,437.56", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"60,125.46", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"3,485.00", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"85,017.71", 20/01/2017,Systems Control Accounts,Expenditure Payments
HM REVENUE & CUSTOMS,"-1,027.30", 20/01/2017,Systems Control Accounts,Expenditure Payments
GREENWICH PENINSULA ESCO LTD,"2,232,651.00", 20/01/2017,Other General Fund,General Payments
DYNASAFE BACTEC LIMITED,"11,988.00", 23/01/2017,Regeneration Enterprise and Sk,Services Private Contractor
FIELDWHITE SERVICES,"9,164.11", 23/01/2017,NS General Fund,General Payments
FIELDWHITE SERVICES,"-1,758.67", 23/01/2017,Housing Services,Ext Inc Other Recover Charges
FIELDWHITE SERVICES,-3.00, 23/01/2017,Housing Services,Stationery
SMITHS TECHNICAL SYSTEMS LIMITED,"1,023.44", 23/01/2017,Modernisation,Ext Consultants Fees
ANTALIS LIMITED,"1,061.07", 23/01/2017,Chief Executives,Materials
TPS PRINT LIMITED,782.40, 23/01/2017,Chief Executives,Printing External Contract
CAPITAL MEDIA NEWSPAPERS LTD,537.60, 23/01/2017,Chief Executives,Other Services
CAPITAL MEDIA NEWSPAPERS LTD,537.60, 23/01/2017,Chief Executives,Other Services
REDACTED PERSONAL INFORMATION,"5,706.17", 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,745.00, 23/01/2017,Capital Housing Revenue Acc,Disturbance
CANON (UK) LIMITED-PO BOX 244,"3,076.19", 23/01/2017,Chief Executives,Equipment
REDACTED PERSONAL INFORMATION,"5,010.78", 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,"4,349.25", 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,"5,378.38", 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,"5,720.77", 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,770.74, 23/01/2017,Capital Housing Revenue Acc,Disturbance
REDACTED PERSONAL INFORMATION,516.00, 23/01/2017,Corporate,Insurance Claims
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,780.00, 23/01/2017,Chief Executives,Car Parking/Garaging
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,"6,240.00", 23/01/2017,Childrens Services,Car Allowances
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,"6,240.00", 23/01/2017,Childrens Services,Car Parking/Garaging
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,"3,900.00", 23/01/2017,Chief Executives,Car Parking/Garaging
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,780.00, 23/01/2017,Childrens Services,Car Parking/Garaging
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,780.00, 23/01/2017,Childrens Services,Car Leasing
PARKING PARTNERS ( MANAGEMENT SERVICES ) LTD,780.00, 23/01/2017,Chief Executives,Car Parking/Garaging
