name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
LONDON PENSION FUND AUTHORITY,89517.1,06/07/2016,Childrens Services,Services Gov Appointed Bodies
ROYAL MAIL GROUP LTD,420.18,07/07/2016,Chief Executives,Postage - Royal Mail
ROYAL MAIL GROUP LTD,79.82,07/07/2016,Chief Executives,Postage - Royal Mail
GREENWICH SERVICE PLUS LIMITED,336690.9,07/07/2016,Regeneration Enterprise and Sk,FM Services External Contract
GREENWICH SERVICE PLUS LIMITED,75674.4,07/07/2016,Regeneration Enterprise and Sk,FM Services External Contract
BEN ROSE T/AS BOSKY TREES,1080,07/07/2016,Capital Housing Revenue Acc,Ext Site Surveys
REDACTED PERSONAL INFORMATION,848,07/07/2016,Systems Control Accounts,Advances
REDACTED PERSONAL INFORMATION,504,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,397.98,07/07/2016,Childrens Services,Other Services
PERMANENT FUTURES LTD,2784,07/07/2016,Childrens Services,Agency Staff
E CLARKE & SON ( COACHES ) LTD,1190,07/07/2016,Childrens Services,Vehicle Hire External Hired
ACCLAIM FOOD LIMITED,2232,07/07/2016,Childrens Services,Catering
TRINCO MEDICAL SERVICES LIMITED,4884,07/07/2016,Eltham Crematorium Revenue,Medical Referees
NPOWER LTD,1998.85,07/07/2016,Eltham Crematorium Revenue,Electricity
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,963.3,07/07/2016,Health and Adult Services,Venue Hire
REDACTED PERSONAL INFORMATION,732.78,07/07/2016,Childrens Services,Services by External Providers
LONDON BOROUGH OF BROMLEY,1136.06,07/07/2016,Childrens Services,Vehicle Hire External Hired
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,617.5,07/07/2016,Health and Adult Services,Venue Hire
HFS ENVIRONMENTAL LTD,3606,07/07/2016,Comm Safety and Environment,Asbestos Analysis
BALTIMORE CONSULTING LTD,1968,07/07/2016,Childrens Services,Agency Staff
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,6737.5,07/07/2016,Childrens Services,Other Services
ISP CENTRAL OFFICE,946.2,07/07/2016,Childrens Services,Vehicle Hire External Hired
HAMPTON`S RESOURCING LTD,3267,07/07/2016,Childrens Services,Agency Staff
BALTIMORE CONSULTING LTD,1560,07/07/2016,Childrens Services,Agency Staff
BALTIMORE CONSULTING LTD,2460,07/07/2016,Childrens Services,Agency Staff
THE FOSTERING NETWORK,2862,07/07/2016,Childrens Services,Subscriptions
THE FOSTERING NETWORK,2106,07/07/2016,Childrens Services,Subscriptions
JAMES LECKEY DESIGN LTD T/A VIDA GLOBAL,3351.6,07/07/2016,Childrens Services,Equipment
ENHANCE EHC LTD,3721.08,07/07/2016,Childrens Services,Professional Fees
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,2349.54,07/07/2016,Regeneration Enterprise and Sk,Rents Other
REDACTED PERSONAL INFORMATION,709.2,07/07/2016,Childrens Services,Agency Staff
REDACTED PERSONAL INFORMATION,866.58,07/07/2016,Childrens Services,Agency Staff
DANIEL HON FAH HO AND SEW L OOI,15000,07/07/2016,NS General Fund,Refurbishment
DANIEL HON FAH HO AND SEW L OOI,-9,07/07/2016,Housing Services,Stationery
FRONTIER AGRICULTURE LTD,1173.84,07/07/2016,Eltham Crematorium Revenue,Equipment
J & M RANDALL,1965.37,07/07/2016,NS General Fund,General Payments
J & M RANDALL,-299.8,07/07/2016,Housing Services,Ext Inc Other Recover Charges
J & M RANDALL,-3,07/07/2016,Housing Services,Stationery
REDACTED PERSONAL INFORMATION,520,07/07/2016,Chief Executives,ESS Removal Services
STANNAH LIFT SERVICES LTD,2977.14,07/07/2016,NS General Fund,General Payments
STANNAH LIFT SERVICES LTD,-454.14,07/07/2016,Housing Services,Ext Inc Other Recover Charges
STANNAH LIFT SERVICES LTD,-3,07/07/2016,Housing Services,Stationery
REDACTED PERSONAL INFORMATION,5856,07/07/2016,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,960,07/07/2016,Health and Adult Services,Private Sector Nursing Homes
VOYAGE 1 LTD,6763.28,07/07/2016,Health and Adult Services,Services Private Contractor
VOYAGE 1 LTD,6937.3,07/07/2016,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,1751.32,07/07/2016,Health and Adult Services,Voluntary Bodies Other Care
REDACTED PERSONAL INFORMATION,3000,07/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,4800,07/07/2016,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,3800,07/07/2016,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,4299,07/07/2016,Childrens Services,Agency Placements
BLUE OCEAN SERVICES LTD,967.84,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,915.6,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,888.75,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,788.45,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,743.23,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1912.26,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,772.01,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1360.32,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,1312.38,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,4152.2,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,3858.6,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,2265.08,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1075.38,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,745.66,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,909.3,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1060.59,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,850.2,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,563.35,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,2189.25,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,537.69,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,1308,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,2180.38,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,850.2,07/07/2016,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,752.77,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,2324.78,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,752.77,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,808.93,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,559.62,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1328.95,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,890.2,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,806.61,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,860.3,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,1318.9,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1758.4,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,575.52,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,778.26,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,680.16,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,2290.64,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1164.12,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,1518.62,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,817.1,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1334.16,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,2104.34,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1748.1,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1758.4,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,706.51,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,726.11,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1273.5,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,596.94,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,889.44,07/07/2016,Health and Adult Services,ISF Personal Care
LONDON COMMUNITY HOMECARE LTD,774.34,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,1413.02,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON COMMUNITY HOMECARE LTD,557.22,07/07/2016,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,617.15,07/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,4011.42,07/07/2016,Childrens Services,Agency Placements
PENNA PLC,10890,07/07/2016,Childrens Services,Agency Staff
PENNA PLC,16992,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,2340,07/07/2016,Childrens Services,Agency Staff
PENNA PLC,17416.8,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,4680,07/07/2016,Childrens Services,Agency Staff
PENNA PLC,9345.6,07/07/2016,Childrens Services,Agency Staff
ONE HOUSING GROUP LTD,98507.25,07/07/2016,Health and Adult Services,Other Agency Services
PRACTICUS LIMITED,2340,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,3900,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,4290,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,4290,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,2730,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,2340,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,4680,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,3510,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,4680,07/07/2016,Childrens Services,Agency Staff
PRACTICUS LIMITED,2730,07/07/2016,Childrens Services,Agency Staff
ROYAL BOROUGH OF GREENWICH PENSION FUND,7730.56,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,23428.97,07/07/2016,Systems Control Accounts,Expenditure Payments
CLERICAL MEDICAL,10549.41,07/07/2016,Systems Control Accounts,Expenditure Payments
CLERICAL MEDICAL,134.86,07/07/2016,Systems Control Accounts,Expenditure Payments
CLERICAL MEDICAL,487.93,07/07/2016,Systems Control Accounts,Expenditure Payments
NHS PENSION SCHEME ( EA 1719 ),35287.13,07/07/2016,Systems Control Accounts,Expenditure Payments
PRUDENTIAL,10064.52,07/07/2016,Systems Control Accounts,Expenditure Payments
PRUDENTIAL,1038.55,07/07/2016,Systems Control Accounts,Expenditure Payments
PRUDENTIAL,200,07/07/2016,Systems Control Accounts,Expenditure Payments
PRUDENTIAL,100,07/07/2016,Systems Control Accounts,Expenditure Payments
PRUDENTIAL,816.24,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,1512820.62,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,79355.32,07/07/2016,Systems Control Accounts,Expenditure Payments
LONDON PENSION FUND AUTHORITY,30842.04,07/07/2016,Systems Control Accounts,Expenditure Payments
LONDON PENSION FUND AUTHORITY,40040.92,07/07/2016,Chief Executives,LPFA
TEACHERS PENSIONS,76682.28,07/07/2016,Systems Control Accounts,Expenditure Payments
NHS PENSION SCHEME ( EA 1719 ),2771.74,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,19929.37,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,95127.41,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,104838.34,07/07/2016,Systems Control Accounts,Expenditure Payments
TEACHERS PENSIONS,45404.39,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,3177100.43,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,5055.05,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,29076.49,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,15285.29,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,27479.41,07/07/2016,Systems Control Accounts,Expenditure Payments
ROYAL BOROUGH OF GREENWICH PENSION FUND,6070.36,07/07/2016,Systems Control Accounts,Expenditure Payments
A VINCENT SOLICITORS,850,07/07/2016,Childrens Services,Legal Fees
NUT SOLICITORS,10000,07/07/2016,Corporate,Insurance Claims
ACCOUNTANT GENERAL OF THE SENIOR COURTS,6850,07/07/2016,Corporate,Insurance Claims
YES PERSONAL INJURY LAWYERS,18400,07/07/2016,Corporate,Insurance Claims
REDACTED PERSONAL INFORMATION,540,08/07/2016,Childrens Services,Supply/Sessional Normal TIme
REDACTED PERSONAL INFORMATION,545,08/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,500,08/07/2016,Childrens Services,Post adoption/SGO support
ALERE LIMITED,798.67,08/07/2016,Health and Adult Services,Equipment
NICKY GARLAND,2380,08/07/2016,Eltham Crematorium Revenue,Organist
MURIELLE RANDELL,1110,08/07/2016,Childrens Services,Prof Serv Consult Advice Curri
ANDREW S COOK,1096.2,08/07/2016,Childrens Services,Other Services
NIKKOLA DANIEL ASSOCIATES,1050,08/07/2016,Childrens Services,Other Services
SOUTHWARK DIOCESAN WELCARE,21500,08/07/2016,Childrens Services,Grants To Voluntary Organ
REDACTED PERSONAL INFORMATION,3059.7,08/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,4260,08/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,5520,08/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,3408,08/07/2016,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,3408,08/07/2016,Childrens Services,Other Services
CROYDON COUNCIL,1386.9,08/07/2016,Childrens Services,Vehicle Hire External Hired
JMP CONSULTANTS LTD,105499.2,08/07/2016,Regeneration Enterprise Skills,Expenditure Payments
J B RINEY & CO LTD,2025871.73,08/07/2016,Regeneration Enterprise Skills,Expenditure Payments
PENNA PLC,17841.6,08/07/2016,Childrens Services,Agency Staff
PARSONS BRINCKERHOFF (GENERAL ENGINEERING),7000.8,08/07/2016,Regeneration Enterprise Skills,Expenditure Payments
ONE HOUSING GROUP LTD,98507.25,08/07/2016,Health and Adult Services,Other Agency Services
PROJECT CENTRE LIMITED,12579.7,08/07/2016,Regeneration Enterprise Skills,Expenditure Payments
F R JONES & SON,738.08,08/07/2016,Comm Safety and Environment,Materials
CROYDON COUNCIL,2088.46,08/07/2016,Childrens Services,Vehicle Hire External Hired
METRO FLOORING LTD,635.62,08/07/2016,Health and Adult Services,Furniture
BEXLEY COUNCIL,5817.84,08/07/2016,Childrens Services,Vehicle Hire External Hired
ROYAL BOROUGH OF GREENWICH PENSION FUND,23139,08/07/2016,Corporate Accounts,Expenditure Payments
REDACTED PERSONAL INFORMATION,3654,08/07/2016,Childrens Services,Residence Orders - Section 8 Payments
CHARITIES TRUST,1426,08/07/2016,Chief Executives,Expenditure Payments
CHARITIES TRUST,600,08/07/2016,Systems Control Accounts,Expenditure Payments
HARRIS CUFFARO & NICHOLS,660.24,08/07/2016,Chief Executives,Legal Fees
HARRIS CUFFARO & NICHOLS,3.7,08/07/2016,Chief Executives,Legal Fees
HARRIS CUFFARO & NICHOLS,573.84,08/07/2016,Chief Executives,Legal Fees
HARRIS CUFFARO & NICHOLS,3.7,08/07/2016,Chief Executives,Legal Fees
HARRIS CUFFARO & NICHOLS,6333.88,08/07/2016,Chief Executives,Legal Fees
HARRIS CUFFARO & NICHOLS,45.8,08/07/2016,Chief Executives,Legal Fees
LABOUR GROUP ACCOUNT,5877.09,08/07/2016,Systems Control Accounts,Expenditure Payments
REED SPECIALIST RECRUITMENT LTD,1050,08/07/2016,Health and Adult Services,Agency Staff
REED SPECIALIST RECRUITMENT LTD,840,08/07/2016,Health and Adult Services,Agency Staff
LONDON BOROUGH OF BEXLEY,634.03,08/07/2016,Systems Control Accounts,Expenditure Payments
REED SPECIALIST RECRUITMENT LTD,1185.41,08/07/2016,Health and Adult Services,Agency Staff
IDM ENTERPRISES,1500,08/07/2016,Housing Services,Landlord Incentive Payments
REED SPECIALIST RECRUITMENT LTD,1481.76,08/07/2016,Health and Adult Services,Agency Staff
HMCTS,1297.8,08/07/2016,Systems Control Accounts,Expenditure Payments
IDM ENTERPRISES,1500,08/07/2016,Housing Services,Landlord Incentive Payments
DWP CMS EMPLOYERS,8862.78,08/07/2016,Systems Control Accounts,Expenditure Payments
CYCLE CONFIDENT LIMITED,3360,08/07/2016,Transportation Schemes,General Payments
DWP FOR WORK & PENSIONS,2869.89,08/07/2016,Systems Control Accounts,Expenditure Payments
BEST PROPERTY SERVICES,1127,08/07/2016,Housing Services,Landlord Incentive Payments
BEST PROPERTY SERVICES,697.75,08/07/2016,Housing Services,Rent in Advance
ELECTRIC STRING LIMITED,2160,08/07/2016,Regeneration Enterprise and Sk,Professional Fees
GREENWICH COMMUNITY COLLEGE,83916.67,08/07/2016,Regeneration Enterprise and Sk,Services Private Contractor
DARREN LOMON T/A TOP LEAF,2170,08/07/2016,Health and Adult Services,Printing
ROB DIPPLE T/A WAVE COACHING,635,08/07/2016,Childrens Services,Agency Support Staff
ROB DIPPLE T/A WAVE COACHING,2400,08/07/2016,Childrens Services,Supply/Sessional Normal TIme
LINDA CALLAGHAN,2500,08/07/2016,Childrens Services,Supply/Sessional Normal TIme
KATE COLLIER,910,08/07/2016,Childrens Services,Supply/Sessional Normal TIme
BARRY PURDELL,2164.74,08/07/2016,Health and Adult Services,BIA`s (Best Interest Assessment)
NOWMEDICAL,1026,08/07/2016,Housing Services HRA,Professional Fees
LONDON BOROUGH OF LEWISHAM,729.85,08/07/2016,Systems Control Accounts,Trans To Other Accounts
HMCTS,864.02,08/07/2016,Systems Control Accounts,Expenditure Payments
THE LEWISHAM HEALTHCARE NHS TRUST,29167,08/07/2016,Health and Adult Services,Medical Services
SIMPLY HEALTH ACCESS,5978.03,08/07/2016,Systems Control Accounts,Expenditure Payments
SIMPLY HEALTH ACCESS,37.18,08/07/2016,Systems Control Accounts,Expenditure Payments
DWF LLP,652,08/07/2016,Corporate,Insurance Claims
ESTHER LINTON,1000,08/07/2016,Health and Adult Services,Services by External Providers
UNITE THE UNION,11803.5,08/07/2016,Systems Control Accounts,Expenditure Payments
UNITE THE UNION,70.3,08/07/2016,Systems Control Accounts,Expenditure Payments
DWF LLP,1072,08/07/2016,Corporate,Insurance Claims
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,16250,08/07/2016,Chief Executives,Grants To Voluntary Organ
GREENWICH DANCE AGENCY,30000,08/07/2016,Chief Executives,Grants To Voluntary Organ
GREENWICH & BEXLEY CREDIT UNION,133271.88,08/07/2016,Systems Control Accounts,Expenditure Payments
GREENWICH & BEXLEY CREDIT UNION,270,08/07/2016,Systems Control Accounts,Expenditure Payments
GREENWICH & BEXLEY CREDIT UNION,90,08/07/2016,Systems Control Accounts,Expenditure Payments
GREENWICH & BEXLEY CREDIT UNION,1355,08/07/2016,Systems Control Accounts,Expenditure Payments
GREENWICH & BEXLEY CREDIT UNION,284,08/07/2016,Systems Control Accounts,Expenditure Payments
GMB NATIONAL ADMINISTRATION UNIT,3383.33,08/07/2016,Systems Control Accounts,Expenditure Payments
GMB NATIONAL ADMINISTRATION UNIT,7.37,08/07/2016,Systems Control Accounts,Expenditure Payments
GMB NATIONAL ADMINISTRATION UNIT,69.36,08/07/2016,Systems Control Accounts,Expenditure Payments
GMB NATIONAL ADMINISTRATION UNIT,25.14,08/07/2016,Systems Control Accounts,Expenditure Payments
GMB NATIONAL ADMINISTRATION UNIT,25.14,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,15215,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,11.5,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,45.8,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,183.95,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,131.5,08/07/2016,Systems Control Accounts,Expenditure Payments
UNISON GRT LONDON REGION,83.4,08/07/2016,Systems Control Accounts,Expenditure Payments
GREENWICH THEATRE LIMITED,25000,08/07/2016,Chief Executives,Grants To Voluntary Organ
MDP COMMUNICATION SERVICES,1077.6,08/07/2016,Capital Housing Revenue Acc,General Payments
1SPATIAL GROUP LTD,1032,08/07/2016,Regeneration Enterprise and Sk,MIscellaneous IT Expenditure
GREENWICH SERVICE PLUS LIMITED,1726.86,08/07/2016,Comm Safety and Environment,Vehicle Repair In House Trad
TOP SERVICES LTD,1260,08/07/2016,Housing Services,Other Services
BETA DISTRIBUTION (SOUTH),6971.28,08/07/2016,Chief Executives,Courier Service
SANTANDER UK PLC,2160,08/07/2016,Childrens Services,Agency Staff
PERMANENT FUTURES LTD,1392,08/07/2016,Childrens Services,Agency Staff
DG CITIES LIMITED,21312,08/07/2016,Health and Adult Services,Consultants
DEEP BLUE ASSET MANAGEMENT LLP,1200,08/07/2016,Childrens Services,Agency Staff
DEEP BLUE ASSET MANAGEMENT LLP,17.6,08/07/2016,Childrens Services,Travel Expenses
GAS TRAIN LTD,1398,08/07/2016,Housing Services HRA,Corp Training Train Dev Fund
GAS TRAIN LTD,42,08/07/2016,Housing Services HRA,Corp Training Train Dev Fund
REDACTED PERSONAL INFORMATION,2500,08/07/2016,Corporate,Insurance Claims
REDACTED PERSONAL INFORMATION,1082.1,08/07/2016,Corporate,Insurance Claims
HENNESSEY LTD,811.2,08/07/2016,Capital Housing Revenue Acc,Refurbishment
HENNESSEY LTD,3672,08/07/2016,Capital Housing Revenue Acc,Refurbishment
HSBC INVOICE FINANCE (UK) LTD,603.84,08/07/2016,Housing Services HRA,Equipment
HAGS- SMP LIMITED,1104,08/07/2016,Housing Services HRA,Play Equipment Maintenance
COMPUTER AIDED DEVELOPMENT CORP LTD T/A CADCORP,1080,08/07/2016,Regeneration Enterprise and Sk,Computer Software
VOICEABILITY ADVOCACY,1404,08/07/2016,Chief Executives,MIsc
QUAY OFFICE FURNISHERS LTD,459,08/07/2016,Regeneration Enterprise and Sk,Equipment
QUAY OFFICE FURNISHERS LTD,55.2,08/07/2016,Regeneration Enterprise and Sk,Equipment
THE AVENUE TRUST GROUP,639.36,08/07/2016,Childrens Services,Agency Support
REDACTED PERSONAL INFORMATION,3820,08/07/2016,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,4900,08/07/2016,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,1933.75,08/07/2016,Childrens Services,Section 17
REDACTED PERSONAL INFORMATION,1311.43,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,4071.43,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,1311.43,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,3642.85,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,4071.43,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,4071.43,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Higher Education
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,10071.3,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,807.84,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,1401.72,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,1401.72,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,1401.72,08/07/2016,Childrens Services,Agency Placements
MONDALE ESTATES LTD,1401.72,08/07/2016,Childrens Services,Agency Placements
SUPREME CARE SERVICES LTD,954.54,08/07/2016,Health and Adult Services,Private Home Help Domest Misc
SUPREME CARE SERVICES LTD,679.5,08/07/2016,Health and Adult Services,Private Home Help Domest Misc
