name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,534.92, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,799.68, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,742.32, 06/07/2017,Health and Adult Services,ISF Personal Care
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,653.16, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,784.08, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,814.25", 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,885.00, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,826.00, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,283.25", 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,"3,717.00", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,025.13", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,826.00, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,914.50, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,"1,032.50", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,106.25", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,693.25, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,980.88, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,826.00, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,870.25, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,826.00, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,516.25, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,"1,091.50", 06/07/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"1,440.00", 06/07/2017,Childrens Services,Services Voluntary Org
LONDON CARE LTD,575.25, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,"2,216.19", 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,722.75, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,644.63", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"3,759.00", 06/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,759.00", 06/07/2017,Childrens Services,Agency Placements
LONDON CARE LTD,597.38, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,386.50", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,"1,239.00", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,973.50, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,752.25, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,526.98, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,543.92, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,537.76, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,527.75, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,532.37, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,575.85, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,756.00, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,590.00, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,597.38, 06/07/2017,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,692.89, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,531.11, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,567.99, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,523.73, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,590.00, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,531.00, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,784.44, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,825.76, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"1,665.96", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,897.89, 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"1,961.10", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"1,219.52", 06/07/2017,Health and Adult Services,Private Home Help Domest Misc
CHOICE SUPPORT LTD,"2,275.40", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,957.75, 06/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"1,368.21", 06/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"17,828.64", 06/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,400.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,828.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,912.00", 06/07/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"2,912.00", 06/07/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"2,600.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,600.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,600.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"4,000.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,800.00", 06/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,830.08", 06/07/2017,Health and Adult Services,Services Private Contractor
NET PEX  LIMITED,"4,885.92", 06/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"5,558.70", 06/07/2017,Childrens Services,Agency Placements
EUROPLANT RENTALS LTD,"2,197.20", 06/07/2017,Housing Services HRA,Plant Hire In House Trading
UPDATA INFRASTRUCTURE UK LIMITED,"1,652.94", 06/07/2017,Chief Executives,VME Liberator
HENNESSEY LTD,"17,176.02", 06/07/2017,Capital Housing Revenue Acc,Refurbishment
IT WORKS HEALTH LIMITED,"2,550.00", 06/07/2017,Health and Adult Services,Agency Staff
THE LEWISHAM HEALTHCARE NHS TRUST,"57,986.00", 06/07/2017,Health and Adult Services,Medical Services
IT WORKS HEALTH LIMITED,"1,980.00", 06/07/2017,Health and Adult Services,Agency Staff
ROYAL BOROUGH OF GREENWICH PENSION FUND,"190,876.70", 06/07/2017,Corporate Accounts,Income Receipts
HENNESSEY LTD,"11,345.87", 06/07/2017,Capital Housing Revenue Acc,Refurbishment
PENNA PLC,670.20, 06/07/2017,Chief Executives,Other Recoverage Charges
UPDATA INFRASTRUCTURE UK LIMITED,"12,989.15", 06/07/2017,Chief Executives,VME Liberator
PENNA PLC,"1,348.20", 06/07/2017,Chief Executives,Other Recoverage Charges
HENNESSEY LTD,"1,626.82", 06/07/2017,Capital Housing Revenue Acc,Refurbishment
HENNESSEY LTD,"4,774.20", 06/07/2017,Capital Housing Revenue Acc,Refurbishment
UPDATA INFRASTRUCTURE UK LIMITED,"26,478.57", 06/07/2017,Chief Executives,VME Liberator
UPDATA INFRASTRUCTURE UK LIMITED,409.20, 06/07/2017,Chief Executives,Services Private Contractor
TALL SHIPS INTERNATIONAL LTD,"27,600.00", 06/07/2017,Chief Executives,Services Private Contractor
TALL SHIPS INTERNATIONAL LTD,"27,600.00", 06/07/2017,Chief Executives,Services Private Contractor
REDACTED PERSONAL INFORMATION,947.13, 06/07/2017,Chief Executives,Professional Fees
HOUSE TO HOME LETTINGS LTD,"16,187.50", 06/07/2017,Housing Services,Rents Other
BARNES GOLD LIMITED,"82,832.50", 06/07/2017,Housing Services,Rents Other
CARLTON PROPERTY SERVICES LTD,"25,906.00", 06/07/2017,Housing Services,Rents Other
GREATER LONDON AUTHORITY,"2,175,748.95", 06/07/2017,Collection Fund,Outturn Pool Contribution
GREATER LONDON AUTHORITY,"191,129.14", 06/07/2017,Collection Fund,Gf Contrib To Discretion
GREATER LONDON AUTHORITY,"27,844.00", 06/07/2017,Chief Executives,Services Joint Authorities
GREATER LONDON AUTHORITY,"91,039.60", 06/07/2017,Childrens Services,Services Gov Appointed Bodies
WOLSELEY UK LTD (VARIOUS SUPPLIES),715.73, 07/07/2017,Housing Services,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),629.69, 07/07/2017,Housing Services,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),614.02, 07/07/2017,Housing Services HRA,Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),167.04, 07/07/2017,Housing Services HRA,Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),862.92, 07/07/2017,Housing Services HRA,Fire Equipment
WOLSELEY UK LTD (VARIOUS SUPPLIES),158.76, 07/07/2017,Housing Services HRA,Fire Equipment
FENSCAPES LTD,"9,811.22", 07/07/2017,Housing Services HRA,Planned Maintenance
DAVID OGILVIE ENG LTD (D OGILVIE A/F),823.20, 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),126.00, 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),"3,076.80", 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),234.00, 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),"1,680.00", 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),393.60, 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),54.00, 07/07/2017,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),270.00, 07/07/2017,Comm Safety and Environment,Materials
LLOYDS TSB COMMERCIAL FINANCE LTD,"2,370.00", 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"1,908.00", 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,522.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,504.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,576.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"1,008.00", 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"1,260.00", 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,576.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,576.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
VIRGIN MEDIA BUSINESS,"1,386.83", 07/07/2017,Housing Services HRA,Rm Buildings Responsive Main
HSBC INVOICE FINANCE (UK) LTD,504.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,522.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"1,404.00", 07/07/2017,Chief Executives,Other Services
ROYAL MAIL GROUP LTD,548.23, 07/07/2017,Chief Executives,Postage - Royal Mail
ROYAL MAIL GROUP LTD,"4,623.05", 07/07/2017,Chief Executives,Postage - Royal Mail
HSBC INVOICE FINANCE (UK) LTD,810.00, 07/07/2017,Chief Executives,Other Services
ROYAL MAIL GROUP LTD,568.51, 07/07/2017,Chief Executives,Postage - Royal Mail
ADAM SAUNDERS,"2,500.00", 07/07/2017,Housing Services,Landlord Incentive Payments
HSBC INVOICE FINANCE (UK) LTD,540.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,522.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,540.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,522.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"1,188.00", 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,558.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,522.00, 07/07/2017,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"2,088.00", 07/07/2017,Chief Executives,Other Services
ELTHAM DIGITAL PRINTERS LTD,840.00, 07/07/2017,Chief Executives,Printing External Contract
ANTALIS LIMITED,821.50, 07/07/2017,Chief Executives,Materials
ELTHAM DIGITAL PRINTERS LTD,"1,320.00", 07/07/2017,Chief Executives,Printing External Contract
REDACTED PERSONAL INFORMATION,"3,000.00", 07/07/2017,Housing Services,Misc Landlord Payments
LONDON & QUADRANT HOUSING TRUST,"3,464.28", 07/07/2017,Housing Services HRA,R & M Buildings Other
NATIONAL SURVEYS LIMITED,"1,530.00", 07/07/2017,Housing Services HRA,Energy Performance Certificates
FAITHORN FARRELL TIMMS,900.00, 07/07/2017,Housing Services HRA,Professional Fees
CAPITA  BUSINESS SERVICES LTD,"2,498.29", 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,"6,674.76", 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,"2,903.28", 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,"3,009.59", 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,939.07, 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,825.17, 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
CAPITA  BUSINESS SERVICES LTD,"1,052.98", 07/07/2017,Childrens Services,Early Retirement Costs Ongoing
TLT LLP,"7,531.80", 07/07/2017,Regeneration Enterprise and Sk,Legal Fees
ARCADIS CONSULTING UK LIMITED,"16,770.00", 07/07/2017,Transportation Schemes,General Payments
COMPUTACENTER (UK) LTD,"1,181.04", 07/07/2017,Childrens Services,IT Licenses
COMPUTACENTER (UK) LTD,616.20, 07/07/2017,Childrens Services,IT Licenses
WESLEY MUSIC T/A THE YABOO CO LTD,"12,611.88", 07/07/2017,Eltham Crematorium Revenue,Wesley Recording
RPS GROUP PLC,"3,900.00", 07/07/2017,Comm Safety and Environment,Asbestos Analysis
CIPFA BUSINESS LIMITED,"1,200.00", 07/07/2017,Chief Executives,Subscriptions
JBW GROUP LIMITED,"4,609.46", 07/07/2017,Regeneration Enterprise and Sk,Services Private Contractor
JBW GROUP LIMITED,"-3,841.22", 07/07/2017,Regeneration Enterprise and Sk,Services Private Contractor
IT WORKS HEALTH LIMITED,"4,590.00", 07/07/2017,Health and Adult Services,Agency Staff
WOLSELEY UK LTD (VARIOUS SUPPLIES),635.68, 07/07/2017,Housing Services,Materials
GREENWICH SERVICE PLUS LIMITED,"266,404.72", 07/07/2017,Childrens Services,Vehicle Hire
GREENWICH SERVICE PLUS LIMITED,"59,343.60", 07/07/2017,Childrens Services,Operational Normal Time
ROYAL MAIL GROUP LTD,"2,671.18", 07/07/2017,Chief Executives,Postage - Royal Mail
ROYAL MAIL GROUP LTD,"2,170.09", 07/07/2017,Chief Executives,Postage - Royal Mail
REDACTED PERSONAL INFORMATION,"1,500.00", 07/07/2017,Housing Services,Misc Landlord Payments
THE APPROPRIATE ADULT SERVICE LIMITED,"5,508.00", 07/07/2017,Childrens Services,Appropriate Adults Commi
GREENWICH SERVICE PLUS LIMITED,"6,598.43", 07/07/2017,Comm Safety and Environment,Cleaning Serv In House Trad
KPMG LLP,"1,500.00", 07/07/2017,Chief Executives,Professional Fees
GREENWICH SERVICE PLUS LIMITED,530.58, 07/07/2017,Comm Safety and Environment,Cleaning Serv In House Trad
HALAROSE LIMITED,600.00, 07/07/2017,Chief Executives,Other Services
GREENWICH SERVICE PLUS LIMITED,"1,188.68", 07/07/2017,Comm Safety and Environment,Cleaning Serv In House Trad
WISE SECURITY SERVICES LTD,546.00, 07/07/2017,Chief Executives,Services Private Contractor
GREENWICH SERVICE PLUS LIMITED,932.96, 07/07/2017,Comm Safety and Environment,Cleaning Serv In House Trad
PENNA PLC,945.60, 07/07/2017,Chief Executives,Other Recoverage Charges
SHAW AND SONS LIMITED,"2,332.20", 07/07/2017,Chief Executives,Equipment
HENNESSEY LTD,900.00, 07/07/2017,Capital Housing Revenue Acc,Refurbishment
SHAW AND SONS LIMITED,"1,217.52", 07/07/2017,Chief Executives,Equipment
CASTLE WATER LIMITED,823.32, 07/07/2017,Comm Safety and Environment,Water
PENNA PLC,"1,509.60", 07/07/2017,Chief Executives,Other Recoverage Charges
CASTLE WATER LIMITED,"1,101.55", 07/07/2017,Comm Safety and Environment,Water
PAKFLATT (UK) LTD,736.80, 07/07/2017,Chief Executives,Equipment
PENNA PLC,837.60, 07/07/2017,Chief Executives,Other Recoverage Charges
PLATINUM ONE LTD TA SUPERCARS & STARMILL,"6,020.40", 07/07/2017,Chief Executives,Services Private Contractor
WOLSELEY UK LTD (VARIOUS SUPPLIES),"1,551.83", 07/07/2017,Housing Services,Materials
SINCERE EDUCATION LIMITED,"1,064.16", 07/07/2017,Childrens Services,Agency Staff
SINCERE EDUCATION LIMITED,"1,212.07", 07/07/2017,Childrens Services,Agency Staff
BT PLC,"1,320.94", 07/07/2017,Health and Adult Services,Telephones
BT PLC,69.81, 07/07/2017,Health and Adult Services,Telephones
REDACTED PERSONAL INFORMATION,"3,000.00", 07/07/2017,Childrens Services,Services Other Local Author
THE CITY & GUILDS OF LONDON INSTITUTE T/AS ILM,"1,710.00", 07/07/2017,Childrens Services,Other Services
THE CITY & GUILDS OF LONDON INSTITUTE T/AS ILM,"2,193.00", 07/07/2017,Childrens Services,Other Services
CHUBB FIRE LIMITED,"1,981.46", 07/07/2017,Health and Adult Services,Equipment
THE FORUM @ GREENWICH,"4,398.90", 07/07/2017,Health and Adult Services,The Forum Project
GLOBAL FUSION MUSIC & ARTS,"3,070.00", 07/07/2017,Chief Executives,Greenwich Festival
RIVER HEIGHTS TMC,"22,488.00", 07/07/2017,Housing Services HRA,Services Other Local Author
WOLSELEY UK LTD (VARIOUS SUPPLIES),936.82, 07/07/2017,Housing Services,Materials
ACTION ON HEARING LOSS,"3,333.00", 07/07/2017,Health and Adult Services,Services Private Contractor
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,682.32, 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
ACTION ON HEARING LOSS,"3,333.00", 07/07/2017,Health and Adult Services,Services Private Contractor
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,701.34, 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,625.44, 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
ACTION ON HEARING LOSS,"6,463.84", 07/07/2017,Health and Adult Services,Services Private Contractor
ACTION ON HEARING LOSS,"5,893.92", 07/07/2017,Health and Adult Services,Services Private Contractor
PRESTIGE NURSING,552.27, 07/07/2017,Childrens Services,Private Home Help Domestic
ORDINARY LIVING LTD,"4,283.16", 07/07/2017,Health and Adult Services,PS Residential Respite Care
SANCTUARY CARE LTD,"1,685.88", 07/07/2017,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"3,439.98", 07/07/2017,Childrens Services,Agency Placements
ELEANOR NURSING AND SOCIAL CARE LTD,"5,752.20", 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"5,558.70", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"4,408.42", 07/07/2017,Health and Adult Services,Services Private Contractor
THE AVENUE TRUST GROUP,"1,544.16", 07/07/2017,Health and Adult Services,Supported Living
THE AVENUE TRUST GROUP,"2,582.56", 07/07/2017,Health and Adult Services,Supported Living
THE AVENUE TRUST GROUP,"2,582.56", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"8,511.48", 07/07/2017,Childrens Services,Agency Placements
ELEANOR NURSING AND SOCIAL CARE LTD,"2,019.08", 07/07/2017,Health and Adult Services,ISF Personal Care
ELEANOR NURSING AND SOCIAL CARE LTD,560.06, 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"3,188.57", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"3,188.57", 07/07/2017,Childrens Services,Agency Placements
ELEANOR NURSING AND SOCIAL CARE LTD,"2,563.30", 07/07/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"2,365.71", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,822.86, 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"2,365.71", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,822.86, 07/07/2017,Childrens Services,Agency Placements
CAMS LTD T/AS KINDERCARE FOSTERING,"1,800.00", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"8,400.00", 07/07/2017,Childrens Services,Agency Placements
ACTION FOR CHILDREN,"3,377.10", 07/07/2017,Childrens Services,Agency Placements
LONDON CARE LTD,560.50, 07/07/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"12,085.67", 07/07/2017,Childrens Services,Agency Placements
CAPITAL HOMECARE (UK) LIMITED,685.44, 07/07/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"4,015.84", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,612.00, 07/07/2017,Health and Adult Services,Client Support
REDACTED PERSONAL INFORMATION,"2,147.30", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,963.10", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,114.45", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,114.50", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,906.25", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"2,147.30", 07/07/2017,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"3,670.05", 07/07/2017,Health and Adult Services,Supported Living
NET PEX  LIMITED,"4,371.48", 07/07/2017,Childrens Services,Agency Placements
NET PEX  LIMITED,"3,214.44", 07/07/2017,Childrens Services,LC Independent Living
NET PEX  LIMITED,"6,171.48", 07/07/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"2,430.00", 07/07/2017,Health and Adult Services,Client Support
LONDON CARE LTD,"2,065.00", 07/07/2017,Health and Adult Services,ISF Personal Care
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,001.23", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,401.72", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,752.15", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
NEW HORIZONS BROAD OAK LIMITED,605.60, 07/07/2017,Health and Adult Services,Client Support
CAMS LTD T/AS KINDERCARE FOSTERING,"1,670.84", 07/07/2017,Childrens Services,Agency Placements
CAMS LTD T/AS KINDERCARE FOSTERING,"1,114.30", 07/07/2017,Childrens Services,Agency Placements
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,LC Independent Living
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
NEW HORIZONS BROAD OAK LIMITED,562.50, 07/07/2017,Health and Adult Services,Voluntary Bodies Other Care
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,LC Independent Living
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
NEW HORIZONS BROAD OAK LIMITED,562.50, 07/07/2017,Health and Adult Services,Voluntary Bodies Other Care
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,LC Semi Independent Group
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
REDACTED PERSONAL INFORMATION,"5,274.64", 07/07/2017,Health and Adult Services,Client Support
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,LC Independent Living
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,Asylum Immigration
MONDALE ESTATES LTD,"1,009.80", 07/07/2017,Childrens Services,LC Semi Independent Group
REDACTED PERSONAL INFORMATION,"5,157.00", 07/07/2017,Childrens Services,Secure Accommodation
REDACTED PERSONAL INFORMATION,573.00, 07/07/2017,Childrens Services,Secure Accommodation
REDACTED PERSONAL INFORMATION,"5,730.00", 07/07/2017,Childrens Services,Secure Accommodation
GOLDSMITHS COLLEGE,"1,890.00", 07/07/2017,Childrens Services,Other Services
GOLDSMITHS COLLEGE,"1,890.00", 07/07/2017,Childrens Services,Other Services
GOLDSMITHS COLLEGE,"2,440.00", 07/07/2017,Childrens Services,Other Services
